naziv,opis,datum_od,stevilo,sifra_prizorisca
"Mura - Maribor, 22. krog PLTS",tekma let fazanerija takoj derba krog liga telek slovenija mura februar pomeriti nka maribor vstopnica prodaja glaven tribuna ever ostal tribuna ever otroški vstopnica evreti vip ever fazanerija,2020-02-26 17:00:00,1600,277845136174508
Ilario Alicante / Reload Marco Polo / 14.03,ilario alicant reload marca pola marca pola club nov gorica slovenio after few months dedicated oura own artists anda playing som wonderfula nights between mostoven anda othra intimati clubs iti now tima big againa coming backa oura basa marca pola after months anda halfa iti already very exciting itselfa but when add such guesti anda good friend top iti makes literally counting days iti with very big pleaseura anda honor host biggesta italian anda worlwiti techen exponents ilario alicant backa oura club march coming soon don miss party month lina ilario alicant virga cocoon recordings som damir hoffman matteo puntar gabriel volp erika gross bigliett tickets presati limited tickets door olaio predprodajen mesto omv trafik nov goricaljubljana erika izolakoper naom rezervacija vip terasa vip terraca reservations infa reloads infa prevendit italio udina sonar drinks frequencies official ticket point vio est angol vial palmanov tobio monfalcona matteo cividati leonarda gorizio triest stacy infa tavoliti infa reloads,2020-03-14 23:30:00,1063,146840272082253
"Dan žena in Dan mučenikov ► Mambo Kings, Domenica, Tomy Vertigo",tradicionalen pomladen žura gostilna jap dan žena dan mučenikov mamba kings domenica tomy vertiga sobota domenica nem svit cirib cirib videti avion mamba kings balerin romeo julij shak,2020-03-14 21:00:00,758,671736182881527
Predavanje dr. Sanele Banović - ˝Dobra beseda in topel objem˝,saneti banović zdravnica gaster enterološki oddelek ljubljanski kliničen center navduševati motivacijski predavanje enostaven način pojasniti sprememba način razmišljanje vpliv kvaliteta življenje spodbuditi življenje vnesti več pogum smeh ljubezen dotik objem modrost znanje poštenost skromnost govoriti notranji zunanji komunikacija vplivati razvoj možgani socialnokognitiven sposobnost pomen naučen komunikacija otroštvo proces razvoj možgani najbolj aktiven tar telo fiziološki reagirati motnja notranji komunikacija,2020-03-09 18:00:00,665,199231520118052
Joshua Redman Quartet // 18|3 // Musicology Barcaffe Sessions,ljubljana sklop serija koncert musicology barcaff sessions slovenija sodelovanje cankarjev dom prihajati najbolj znan najbolj karizmatičen umetnik srednji generacija joshu redman kvartet linhart dvorana cankarjev dom nastopiti marec ura zasedba joshu redman saksofon aaron goldberg klavir reuben rogers basa gregory hutchinson boben redman sin legendaren saksofonist deweyje redman plesalka rene shedroff zato mali srkati vpliv različen glasben žanr inštrument let glasben popotovanje začeti klarinet potem presedlati tenorski saksofon izpustiti danes rubrika glasben vpliv našteti ime john coltran ornetti colemen cannonball adderley areth franklina earth winda anda fir beatles princ polica led zeppelin oče deweyje redman študij znajti new york kjer globok zabresti tamkajšnji jazzovski scena kmalu poseči mednaroden nagrada thelonious monek let slediti pogodba založba warner brosa izdaja prvenec nominiran nagrada grammy slediti album spiriti moment freed groov timeless tales for changing times glasben scena zasidrati uspešen jazzist inštrumentalen zakladnica dodati sopranski altovski saksofon danes izdati album uveljaviti glasben založba warner brosa nonesuch sodelovati ime king bill frisell marcus miller rolling stones herbio hancocka stevio wonder zavihteti neštet top list najeminenten glasben časopis portal trikrat nominiran najprestižen nagrada grammy vstopnica naprodaja informacijski središče cankarjev dom pooblaščen prodajalec mojekartes predprodaja eura dan koncert eura,2020-03-18 20:00:00,626,1573580226230353
Resslov festival piva,craft pivo veslanje igra sonce druženje krek hrana dje koncert možnost kampiranje videti kostanjevica,2019-08-03 14:00:00,725,555553107955354
10.obletnica salse v Sputniku,drag plesen navdušenec vabiti pridružiti velik zabava obletnica sals sputnik pripravljati plesišče sals kizomba bachati plesišče več vrhunski glasba skrbeti top djje dje panchit sals floor dje goffy kizomba floor dje rocca loca bachati floor vstopnina eura kdaj petek sava dati veseliti obisk kavarna sputnik youra djs,2020-03-06 21:00:00,514,103727819702351
Zbudi me za 1. maj! - Zalog pri Cerkljah,velik prvomajski žura gorenjski program april pop design maj zvit felten lokacija zaloga cerklje šotor osnoven šola zbuditi maj velik najbolj vroč žurerski dogodek maj gorenjski letos pozabiti odličen zabava praznik del pester animacijski program letos zabava poskrbeti pop design nebo tla ostati odhajati zvit felten ginin tonica edin kraljica,2020-04-30 20:00:00,1062,2563769070514685
Zvita Feltna / Veliki vseštudentski žur / TOP SIX / Prestavljeno,sporočiti dogodek prestavljen nov izreden uredba nadaljnji prepovedovati obratovanje gostinski lokal klub nov datum sporočiti kmalu trenuten datum dati sreda dogodek izbrisati točen datum sporočiti velik priti pustiti going interested dogodek popraviti datum tekoč kdaj prestavljen datum potrditi dogodek sodelovati nagraden igra vstopnica dober zabava top six manjkati ponoven pripravljati nepozaben žura govorilo dolg sreda prihajati top six club zvit felten obet nepozaben žura prodaja karta možen ponedeljek fakulteta strojništvo aškerčev strojniks šofs soba jedilnica olaiic bencinski serviseti omv trafik možen rezervacija miza cena rezervacija velik boati mali brezalkoholen pijača eura potreben vstop posebati kupiti karta videti rezervacija miza teti študentski organizacija fakulteta strojništvo šofs strojniks,2020-05-13 23:00:00,629,331835760245003
Dr. Jorge Bucay - Predavanje je razprodano,jorg bucay rodilo let buenos aires kjer diplomirati medicina specializirati duševen bolezen psihiater psihoterapevt delati več bolnišnica ordinacija predavati gostovati radijski oddaja imeti lasten oddaja televizija zadnji let čas posvečati branje pisanje predavanje družina prijatelj knjiga preveden jezik bolje prodajan več dežela svet avtor ponekod svet latinski amerika predavanje poln stadion pravi superzvezdnik živ malaga španija buenos aires argentina argentinski pisatelj psihoterapevt skušati živet svetovati knjiga predavanje skupen izdati knjiga slovenija doslej izšel povedati zgodba ljubiti odprt oči zgodba razmislek povedati zgodba žalosten zgodba knjiga zbirka kažipot pot samoodvisnost pot srečanje pot solza pot sreča lep pravljica bolje spoznati velik uspešnica obisk pogovor slovenija let očarati bralec lahek lasten oči uho prepričati zelo poseben prisrčen mož let ponoven vrač slovenija rojen pripovedovalec zgodba svet bolj priznavati vloga pionir področje zdravljenje pripovedovanje uspeh žeti svet plod številen različen vpliv podjetniški znanje trd del knjiga odsev izjemen modrost pridobiti proučevanje svetoven tradicija pripovedovanje zgodba lasten izkušnja dolgoleten delo pacient predavanje potekati angleški jezik zgodba poslušati španski jezik prevod poskrbljen cankar dom linhart dvorana vstopnica eura vstopnica naprodaja blagajna cankarjev dom prodajen mesto tica turističen informacijski center kompas poslovalnica petrola bencinski serviseti omv bencinski serviseti mult točka alpetoura turističen poslovalnica kioski delo prodaja mholidays poslovalnica organizirati mladinski knjiga sodelovanje cankarjev dom partner dogodek krati,2019-09-13 19:00:00,2153,1091661721036251
Študentsko pustovanje v Rožni dolini,drag šema pusten maska maškara srce pust zima začeti študent pripravljen odgnati izpiten skrb zato letos koledar zmeniti pust izpiten obdobje pusten norčija odpreti vrata pomlad avstralija pogasiti požar princ harry imeti več kraljev dolžnost luk dončić podirati rekorda uren postavka študentski delo povečati študentski pustovanje rožen dolina vedno ostajati zbrati prijatelj izbrati dober kostum pridružiti torek tradicionalen študentski pustovanje rožen dolina vreme prignati skupina calypsa melos študentskopustovanje maska rajanje zabava,2020-02-25 17:00:00,3011,1778490598947957
32. Pohod po Naglelj na Limbarsko goro,vabiti tradicionalen pohod nagelj limbarski gora,2020-03-29 08:00:00,1927,2773336209409301
"Knauf w/ UVB (Body Theory, MORD / FR)",francoz mojster rogljiček baget nesramen motiti kolektiv knauf iztek februar protagonist žura demonstrirati zmota sébastien michel moniker uvba prvič konkreten opozorilo izdaja rotterdamski založba mord kjer podaljšan singlo whati vedeti learned izdati komad mixtion štikl postati nesporen himna let zavedati sam manj pričakovati hitič znajti arzenal težkokategornik deti marcela dettmann itn festivalski uvbaget celota kroj kariera posebej produkcijski nota trd izboljšati industrijski keroziti tek pobrejkan frekvenčen uničujoč udaren kladivo mesto najti lasten založba imenovan body theory destruktiven potencial prepoznati dax slednji požegnati izdaja založba monn blacka velik gurman zgražati degustacija delikatesen polž poznavalec techen milje sliniti izkustvo glasben sladica uvbje mercator baget uvba popoln francoski okupacija nasprotovati stalen knauf montažer sestava tritch rsn shekuza lina rica zenica poigrati stenski poslikava auf uvba body theory mord shekuza rsn tritch vje lina rica klub kersnikov ljubljana starosten omejitev aga limiti vstopnina entranec dan dogodek predprodaja olaiic infa infa garderoba lost founda gmailc,2020-02-28 23:00:00,573,126700024052347
TrNOVfest - Rambo Amadeus and Five Winnetous & Le Serpentine,trnovfesti petek avgust ramba amadeus anda fiv winnetous serpentina dneven trnovfesti vstopnica mesečen trnovfesti vstopnica dan tedenski trnovfesti vstopnica dan kupec vstopnica predprodaja prejeti brezplačen pijača dan festival trnovfesti izžrebati lahek cel dan preživel glasben izvajalec paket meet anda greet trnovfesti akcija program festival videti trnovfest uraden povezava,2019-08-02 18:00:00,1682,717882301739945
Dejan Vunjak s skupino in DJ Johny,petek večeren žura poskrbeti dejan vunjak skupina dje johny velik šotor uživati dober glasba nor plesati vstopnina,2020-04-03 20:00:00,1255,129002367674177
Koncert MI2,več informacija kmalu vstopnica volja event,2020-05-16 20:00:00,1228,1603294739885167
BABJI ŽUR,obet koncert let luka basijati jolet davor borno brusniški arena vstop dekle žena mamica babica,2020-02-29 19:30:00,1880,10158006962753748
Darko Lazić PURE Valentinovo 14.2.,velik zmagovalec show zvezda granda let poskrbeti nepozaben valentinov club pura prihajati edin darka lazić vstopnina vip rezervacija miza rezervacija pureljubljanac pura club ljubljana cesta ljubljanski brigada šiški ljubljana slovenio informacija infa pureljubljanac,2020-02-14 22:00:00,805,445713185468708
Protest 8. marec,leto marec vedno povsod vztrajati roža družba čokolada polepšati praznik vedno vztrajati nasilje ženska spolen nasilje očiten nevaren izraz patriarhati leto opozarjati družba načelen zavračati nasilje posebej spolen nasilje nasilje ženska otrok vsakdanji realnost praksa problematika naslavljati zmeraj nezadosten dokler spolen nasilje majhen velik mera občutiti tek življenje ženski sprenevedati živeti družba mera spoštovati član članica omogočati možnost sodelovanje nasilje načelen raven zavračati zelo očiten naredilio dovolj konkreten primer nasilje primeren reagiralio zavarovalio žrtev sankcioniralio storilec zato letos tradicionalen zbrati marec kongresen trg kjer izpostaviti najbolj pereč težava ženski soočati letošnji marec pripravljati kratek priročnik svetovati ravnati primer spolen nadlegovanje nasilje napisan poskušati ustrezati več javen okolje deloven mesto zdravstven izobraževalen institucija osnoven namen svetovati žrtev institucija kjer spolen nasilje dogajati bolj učinkovit ukrepati primer sum spolen nasilje poskrbeti podoben situacija prihodnji več prihajati objaviti kratek videti marec kongresce,2020-03-08 15:00:00,1203,275124796365576
Siddharta • Akustična turneja • Murska Sobota • Razprodano!,koncert razprodan vabiti koncert glasben abonmajati koncert skupina siddhart album nomad posneti september slediti velik koncert razprodan hala tivoli ljubljana uvod vseslovenski dvoranski turneja skupina nov pesem uvrstiti akustičen repertoar uspešen predstavljati razprodan koncert začetek let rahel prearanžiran predrugačen glava postavljen hit ustvariti siddhart popeljati edinstven intimen izkušnja,2020-03-05 19:00:00,1053,534788303320045
✦Veliki poizpitni žur✦FFA&FS✦,bližati konec izpiten obdobje ogromen poizpiten žur čas neprespan noč preživet knjiga zamenjati mali bolj zabaven neprespan noč preživet dober klub cirkus tokrat pripraviti edinstven marec združiti fakulteta strojništvo fakulteta farmacija znan fakulteta prihodnost preseliti lokacija povezovati hodnik zdaj odličen priložnost vzpostaviti mali globji povezava skleniti nov prijateljstvo čas farmacevtka zmešati glava fant sosednji fakulteta upanje etanolen mešanica povzročati mehanski težava cena vstopnica tickets prices predprodaja vstopnica presati eura torek sreda marec fakulteta strojništvo soba pisarna šofs fakulteta farmacija navaden regular eura vip eura vip rezervacija miza rezervacija cirkusklubs infa robert šebenik gmailc david berdajs davidberdajs strojniks klub cirkus trg mladinski deloven brigada lokacija bivši kino vič ljubljana partner dogodek študent fakulteta farmacija strojniks šofs strojniks resor obštudijski dejavnost training center legionar fitnes klub heštega študentski žura ljubljana študentski novica super travel,2020-03-11 23:00:00,1004,237302949627686
TEDxLjubljana 2019 Razprodano,tedxljubljana desetletje ideja navdih tokrat svež zanimiv tematika letošnji novembrski dogodek nepozaben beležiti leto ideja vreden širjenje dogodek potekati skupen geslo živeti prihodnost tedx navdušenec ponoven zbrati skupaj luč spoznavanje nov vseživljenjski odkrivanje učenje prijeten druženje karta prodaja naprej,2019-11-16 16:00:00,8372,111072325610775
Poizpitni YUGO ROCK s Petro Zore & Bomb Shell ❋ 10.3.❋ @TopSix,drag študentka drag študent izpit opravljen neopravljen izpit pozabljen naspati imunost kava energijski pijača izginiti upati vprašanje odgovoriti pozitiven izpiten obdobje zdravstven fakulteta fakulteta računalništvo informatika fakulteta uprava fakulteta elektrotehnika pripraviti dober poizpiten žura marec klub topsix proslavljati opravljen izpit neopravljen najbolj pomemben zažurati skupaj klub tresti poskrbeti skupina bomba shell petra zora poizpiten žur nabrati nov semester ura ura sedenje predavalnica pisanje seminarski nalog oblikovanje nov spleten stran zgodnji vstajanje praksa zato udeležba obvezen cena vstopnica tickets prices predprodaja vstopnica presati fakulteta uprava zdravstven fakulteta avla fakulteta elektrotehnika glaven avla fakulteta fakulteta raćunalništvo informatika avla fra cena vstopnica dan dogodek navaden regular eura vip rezervacje miza karta boati eura vip rezervacija miza jak topsixclubs infa luk kopinšek studentskizuriljubljana gmailc top six day night club tomšičev ulica ljubljana nati sponzor dogodek fitnes klub fula povezan frika stromars pacient,2020-03-10 23:00:00,774,331835760245003
Rapetek 155: VAZZ,liv vazz gengst bestrd dje sunnysun whit tokraten rapetek nastopiti individuum pankrt young prešeren mlad gams vazz nastopiti individualen oder premieren zakorakati živ zasedba prvič spremljajoč maloštevilen učinkovit bend album predstaviti malce drugače prevetren oživljen aranžmajski paket mlad prešeren pridružiti razen gost večer vpeljati gengst grega wer gengst bestrd vazz trenuten najperspektiven definitiven dejaven domač ems mlad generacija izvrsten znajti medprostor boombapovski izročilo razen sodoben izraz kratek izdati topel sprejet album jacoba videospota nametavati hitreje lahek slediti vabiti vstopnina predprodaja way storiti gati hala prireditev dan koncert musica policy hip hop,2020-02-28 22:00:00,612,356008681090989
"Spring Fest - Luka Basi, Vigor, Nika Zorjan, Polkaholiki, Dj Ney",zabava noč ogrevan šotor hostes vip prostor oder nepozaben nor pomladen noč neposreden bližina terma snovik vstopnica entrio vstopnica event volja stojiščaparter fanpitparter vipmizeparter oseba oseba prodajen mesto entrio omv trafik print hom prodajen mesto event petrola pošta print hom vljuden vabiti,2020-04-24 20:00:00,1305,106178619412584
??????? ?????? ???̌?? | Festivalna dvorana,country plesen večer soboten plesen večer prečudovit festivalen dvorana ljubljana vilharjev cesta stepa plesen delavnica začetek plesen večer plesen delavnica zaključek večer plesen presenečenje tek večer stepa delavnica potrebovati predznanje naučiti osnoven korak nadaljevati nov figura par predhoda prijaviti infa wildwests cenik vstopnica stepa delavnica stepa vstopnica otrok let imeti vstop brezplačen glasben želja zbirati infa wildwests videti,2020-03-07 20:00:00,679,679359145462450
Zvočna kopel z gongi,poletje lep združiti koristen prepustiti spreten roka zvočen terapevt društvo vibracija prej društvo neskončnost prečudovit ambient botaničen vrt zvočen kopel voditi dragica nekrep marjati zelenik prinesti podlog ležanje obisk prireditev potreben plačati vstopnina vrt prispevek zvočen kopel prostovoljen prispevek vabiti,2019-08-24 16:00:00,916,148440315200022
Red Eye BikerFest - Otvoritev moto sezone,red biker festi otvoritev moto sezona parkirišče snacka bar zbiranje motoristov snacka bar welc drinka pričetek glasben program vožnja welcom backa food biker party doker benzina banda guns roses real tribut oko banda tribut hendrix motörhead tribut banda chillers cona stojnica moto gadget vstop prost fre entry,2020-04-25 12:00:00,1920,144501068991113
Zaključek zimskih zabav v Holcerju z Grupo Vigor / Kope,čudovit trenutek preplesan noč vrhunski glasben izvajalec leto stati oder holcer zima počasi končevati zimski del zabava zaključiti sezona spodobiti gost povabiti grupa vigor priti poveseliti vedeti dober vedno priti konec vstopnina ugoden smučarski vozovnica paketa ekskluziven rezervacija namestitevhoteti rezervacija kopes več informacija rezervacija kopes,2020-03-14 20:00:00,650,215903830309
Grupa Vigor v Lajfu!,lajf zabava lajf prijatelj lajf kula dogodek vabiti koncert grupa vigor hit sam marija zašta mučiti nevjera još faliti doveti red volja lajf petek cena vstopnica predprodaja dan koncert rezervacija miza možen nakup boati izbira rezervacija sprejemati infa lajfmbs vstop potreben zagotavljanje varnost hišen red pridruževati pravica pregled oseben dokument vhod vabiti,2020-05-23 23:00:00,620,101698298017436
